STATION,NAME,DATE,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WESD,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/5/2004,10.74,0.04,,0.2,2,26,34,18,0,0.8,1,,,1,,1,,1,,,1,,,1,1,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/6/2004,12.3,0.01,,0,2,37,43,30,0,0,1,,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/7/2004,12.97,0.13,,2,1,26,31,20,53,0.1,1,,,,,,,,,,1,,,,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/8/2004,9.17,0,,0,1,21,31,10,620,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/9/2004,17,0,,0,1,32,39,25,150,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/10/2004,15.88,0.07,,1.1,0,30,35,25,0,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/11/2004,7.83,0.01,,0.1,1,25,32,17,468,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/12/2004,9.84,0,,0,0,31,34,27,18,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/13/2004,15.88,0,,0,0,27,30,24,275,0,,,,,,,,1,,,,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/14/2004,11.63,0,,0,0,30,35,24,532,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/15/2004,12.53,0.03,,0.9,1,18,24,12,480,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/16/2004,7.61,0,,0,0,18,25,11,640,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/17/2004,1.12,0,,0,0,27,35,18,269,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/18/2004,7.38,0,,0,0,27,38,15,549,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/19/2004,6.93,0,,0,0,41,48,34,454,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/20/2004,15.43,0.16,,0,0,45,52,37,262,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/21/2004,19.69,0.08,,0.8,0,34,37,31,0,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/22/2004,5.59,0,,0,0,34,36,31,72,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/23/2004,4.7,0.03,,0.2,0,36,42,30,206,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/24/2004,3.58,0.03,,0.3,0,30,34,26,31,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/25/2004,4.25,0,,0,0,29,35,22,664,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/26/2004,7.61,0,,0,0,31,39,23,485,0,1,,,,,,,,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/27/2004,5.59,0,,0,0,34,43,24,647,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/28/2004,1.79,0,,0,0,36,52,20,672,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2/29/2004,6.93,0,,0,0,44,59,29,605,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/1/2004,13.87,0.08,,0,0,46,54,38,141,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/2/2004,15.43,0.02,,0,0,50,56,43,64,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/3/2004,4.25,0,,0,0,43,46,39,0,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/4/2004,4.92,0.44,,0,0,46,51,40,0,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/5/2004,19.91,0.02,,0,0,61,73,49,361,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/6/2004,12.08,0,,0,0,46,53,38,27,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/7/2004,14.09,0.14,,0.8,0,41,51,30,231,0,1,,1,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/8/2004,12.3,0.17,,1.8,1,33,35,30,163,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/9/2004,4.92,0.09,,0.9,2,32,36,27,578,0,1,1,,,,,,,,,1,,,,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/10/2004,2.46,0,,0,0,32,44,20,702,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/11/2004,14.54,0.13,,1,0,35,44,26,229,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/12/2004,16.78,0.11,,1.9,1,25,27,23,0,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/13/2004,5.82,0,,0,0,29,35,22,518,0,,,,,,,,,,,,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/14/2004,14.99,0.01,,0,0,39,48,29,33,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/15/2004,12.53,0.05,,0.6,0,35,40,29,357,0,1,,,,,,,,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/16/2004,15.88,0.52,,7.1,1,29,30,27,0,0.6,1,1,,,,,,,1,,1,,,,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/17/2004,4.47,0.17,,2.3,7,27,30,24,50,0.6,1,,,,,,,,,,1,,,,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/18/2004,5.82,0.08,,0.6,7,32,39,25,138,0.5,1,,,,,,,1,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/19/2004,5.82,0.01,,0.1,2,35,42,28,727,0,1,,,,,,,1,,,1,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/20/2004,12.08,0.39,,0,0,44,51,36,30,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/21/2004,15.43,0.1,,1.4,0,31,37,24,0,0,1,,,,,,,1,,,1,,,,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/22/2004,10.07,0.01,,0.1,1,26,30,22,536,0,,,,,,,,,,,,,,,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/23/2004,13.87,0,,0,0,37,48,25,738,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/24/2004,12.08,0.24,,0,0,45,53,36,0,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/25/2004,9.84,0.35,,0,0,57,66,48,0,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/26/2004,11.41,0.52,,0,0,62,68,56,0,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/27/2004,8.95,0.02,,0,0,50,57,42,304,0,1,1,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/28/2004,8.72,0,,0,0,55,70,40,475,0,1,,,,,,,,,,1,,,,,,,1,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/29/2004,11.18,0.52,,0,0,55,64,46,386,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/30/2004,1.57,0.4,,0,0,44,47,40,0,0,1,1,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",3/31/2004,7.38,0.23,,0,0,39,41,37,0,0,1,1,,,,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/1/2004,14.99,0.58,,1.3,0,35,37,33,0,0,1,,,,,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/2/2004,11.18,0.36,,0,0,39,41,36,0,0,1,,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/3/2004,11.86,0.32,,0.5,0,44,55,33,516,0,1,,,,,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/4/2004,18.34,0.12,,0.7,1,34,39,29,489,0,1,1,,,,,,,,,1,,,1,,1,,,1,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/5/2004,12.97,0,,0,0,33,38,27,696,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/6/2004,8.5,0,,0,0,42,55,28,189,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/7/2004,5.82,0,,0,0,44,53,34,268,0,1,1,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/8/2004,9.4,0.11,,0,0,46,58,34,389,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/9/2004,5.82,0,,0,0,45,51,38,587,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/10/2004,8.05,0,,0,0,44,48,39,693,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/11/2004,10.29,0,,0,0,43,47,39,210,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/12/2004,13.87,0.39,,0,0,42,46,37,230,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/13/2004,13.42,0.66,,0,0,39,40,37,0,0,1,1,,1,,,,,,,1,1,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/14/2004,10.96,0.05,,0,0,43,51,35,771,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/15/2004,5.82,0,,0,0,44,57,31,748,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/16/2004,12.3,0,,0,0,61,75,46,764,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/17/2004,9.84,0,,0,0,68,77,58,264,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/18/2004,14.09,0,,0,0,69,81,56,674,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/19/2004,16.33,0.02,,0,0,61,75,47,181,0,,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/20/2004,7.83,0.01,,0,0,51,62,40,0,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/21/2004,13.87,0.31,,0,0,65,69,60,131,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/22/2004,9.84,0.05,,0,0,54,61,46,186,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/23/2004,8.05,0.03,,0,0,49,54,44,165,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/24/2004,8.5,0,,0,0,49,59,38,705,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/25/2004,13.87,0.46,,0,0,59,70,47,183,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/26/2004,11.41,0,,0,0,55,62,48,366,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/27/2004,10.07,0.1,,0.1,0,42,49,35,78,0,1,,,,,,,,,,1,,,1,,1,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/28/2004,14.09,0,,0,0,49,66,31,650,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/29/2004,14.09,0,,0,0,67,77,57,611,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",4/30/2004,10.51,0.17,,0,0,61,65,57,0,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/1/2004,12.97,0.31,,0,0,58,70,45,114,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/2/2004,10.07,1.13,,0,0,43,46,40,0,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/3/2004,6.26,0,,0,0,40,47,33,501,0,1,,,,,,,,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/4/2004,10.29,0.01,,0,0,45,59,31,730,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/5/2004,9.17,0.01,,0,0,51,58,43,668,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/6/2004,12.08,0,,0,0,63,83,43,793,0,,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/7/2004,10.51,0.15,,0,0,59,71,46,0,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/8/2004,7.38,0,,0,0,60,75,44,695,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/9/2004,6.26,0,,0,0,66,81,50,779,0,1,,,,,,,,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/10/2004,9.84,0,,0,0,72,85,58,447,0,,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/11/2004,5.59,0.53,,0,0,70,79,61,489,0,1,,1,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/12/2004,8.72,0,,0,0,73,83,63,803,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/13/2004,8.5,0,,0,0,74,84,64,607,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/14/2004,12.53,0.23,,0,0,74,82,66,255,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/15/2004,9.4,0.32,,0,0,58,67,48,0,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/16/2004,5.82,0,,0,0,54,61,47,522,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/17/2004,9.4,0.15,,0,0,64,80,47,818,0,1,,1,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/18/2004,10.96,0.16,,0,0,68,79,56,173,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/19/2004,7.16,0.17,,0,0,59,64,53,487,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/20/2004,11.41,0,,0,0,70,83,56,700,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/21/2004,8.5,1.09,,0,0,67,76,58,339,0,1,,1,1,1,,,1,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/22/2004,12.53,0.93,,0,0,72,83,60,698,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/23/2004,12.3,0.08,,0,0,75,83,67,568,0,1,,1,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/24/2004,14.32,0.04,,0,0,64,73,55,141,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/25/2004,7.83,0,,0,0,66,80,51,74,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/26/2004,5.37,0,,0,0,64,72,56,428,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/27/2004,8.05,0.18,,0,0,65,78,51,296,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/28/2004,9.17,0,,0,0,53,63,43,440,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/29/2004,5.82,0,,0,0,52,65,39,665,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/30/2004,10.29,0.39,,0,0,66,77,54,726,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",5/31/2004,12.75,0.02,,0,0,69,78,59,427,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/1/2004,11.86,0.01,,0,0,67,77,56,768,0,,,,1,1,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/2/2004,9.17,0.32,,0,0,63,70,56,435,0,,,1,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/3/2004,7.38,0,,0,0,61,71,51,822,0,1,1,,,,,,,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/4/2004,8.5,0,,0,0,56,65,46,653,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/5/2004,4.47,0,,0,0,61,68,53,314,0,1,,,,,,,1,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/6/2004,8.5,0,,0,0,66,75,57,418,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/7/2004,9.17,0,,0,0,73,83,62,905,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/8/2004,10.29,0,,0,0,76,88,64,847,0,,,,,,,,1,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/9/2004,10.29,0.22,,0,0,80,91,68,366,0,1,,1,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/10/2004,7.16,0.18,,0,0,67,73,60,0,0,1,,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/11/2004,7.83,0.38,,,,61,65,56,0,0,1,,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/12/2004,8.05,0,,0,0,65,76,53,472,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/13/2004,10.29,0.32,,0,0,74,84,63,382,0,1,,1,,,,,1,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/14/2004,9.17,0.53,,0,0,75,84,65,712,0,1,,1,,,,,,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/15/2004,7.61,0.02,,0,0,74,82,66,613,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/16/2004,5.82,0.03,,0,0,73,77,68,43,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/17/2004,11.41,0.16,,0,0,77,85,69,523,0,1,,1,,,,,,,1,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/18/2004,8.05,0.01,,0,0,71,74,67,303,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/19/2004,11.18,0.04,,0,0,59,68,50,298,0,1,,,,,,,,,,1,1,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/20/2004,5.37,0,,0,0,58,69,46,910,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/21/2004,10.29,0.01,,0,0,66,77,54,583,0,,,,,,,,,,,,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/22/2004,10.29,0.02,,0,0,70,78,61,539,0,1,,,,,,,1,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/23/2004,5.59,0,,0,0,65,77,53,910,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/24/2004,12.3,0,,0,0,72,85,59,766,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/25/2004,6.04,0.2,,0,0,57,62,51,32,0,1,,,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/26/2004,7.61,0,,0,0,60,71,49,890,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/27/2004,7.83,0,,0,0,64,75,52,842,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/28/2004,6.49,0.42,,0,0,63,69,56,120,0,1,,1,,,,,,,,1,,,1,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/29/2004,8.72,0,,0,0,65,76,54,849,0,1,,,,,,,,,,1,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",6/30/2004,7.16,0,,0,0,70,81,59,907,0,,,,,,,,,,,,,,,,,,,,,
USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",7/1/2004,5.82,0,,0,0,72,83,60,906,0,,,,,,,,,,,,,,,,,,,,,
